bucket,label,n,n_with_1y,mean_1y,median_1y,hit_rate_1y,n_with_3y,mean_3y,median_3y,hit_rate_3y
1,1=cheapest,14,14,2.8721941582458403,0.06057227761503553,0.5,14,1.4231675376777975,0.41350253702976025,0.5714285714285714
2,q2,7,7,-0.16304986606316407,-0.062209846593921814,0.42857142857142855,7,0.2956277289039058,-0.5125000149011609,0.42857142857142855
3,q3,7,7,-0.0530741241169429,-0.408190235471254,0.2857142857142857,7,-0.028450202734501735,-0.7835125545257119,0.2857142857142857
4,q4,12,12,-0.025165345452376336,-0.054229356213275626,0.5,12,1.919666757324079,-0.28899378988677676,0.4166666666666667
5,5=expensive,16,16,0.02860115260682483,0.05520783864106127,0.5,16,0.007987223908375404,-0.017662996159381994,0.5
