ticker,mkt_cap_m_yf,cash_m,debt_m,ev_m,operatingCashflow,name,region,primary_modality,size_band,revenue_m_at_t,has_revenue_at_t,net_cash_m,net_cash_to_mc,ev_cash_ratio,inv_ev_cash,peer_log_ev_resid,peer_log_ev_cash_resid,runway_months,cheapness_score,cheapness_raw,z_net_cash_to_mc,z_inv_ev_cash,z_peer_log_ev_resid,z_peer_log_ev_cash_resid,z_runway_months,bucket,ret_1y,ret_3y
REGN,,1467.7,0.0,,2195100000.0,REGN,US,?,unknown,5145.6,1,1467.7,,,,,,,60.3896103896104,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.00530118234175303,0.6908166272796752
VRTX,42284.55383319092,2650.1,0.0,39634.45383319092,1270286000.0,VRTX,US,?,large,3047.597,1,2650.1,0.06267300372742317,14.955833301834241,0.0668635427941923,-1.579245987456516,0.022095259232626674,,6.493506493506493,-0.4324312602459357,-0.15617918007958465,-0.20759901812097792,-1.5851388687017285,-0.13514964428759468,0.0,5.0,0.3212840991932666,0.3252066695205724
ALNY,7376.81544052124,420.146,0.0,6956.66944052124,-562616000.0,ALNY,US,?,mid,2.9,1,420.146,0.05695492904595602,16.557742881096665,0.06039470519509403,-0.8235744770214648,-0.022095259232626896,8.961266654343284,14.285714285714285,-0.3509199947342262,-0.15679507388739347,-0.2084562284325577,-0.8654334477143986,-0.1893271227032103,-0.5123811279797477,5.0,0.5796186035414788,1.3258811317161374
INSM,1014.2746666728564,495.072,450.0,969.2026666728564,-257977000.0,INSM,US,?,small,9.835,1,45.072,0.04443766711422509,1.9577004287716864,0.5108033820207246,0.03241229010313784,0.9051596391399496,23.0286575935064,85.71428571428571,0.15066375605804522,-0.15814330813474617,-0.14877085895385112,-0.05018726192353553,0.9474853426643162,0.4840130414108312,1.0,0.8201219031298035,1.0762195128599568
IONS,7456.432631096421,278.82,0.0,7177.612631096421,602906000.0,IONS,US,?,mid,599.674,1,278.82,0.03739321654127267,25.742818417245612,0.03884578540670126,-0.8371531256790057,-0.21375021822596518,,15.584415584415584,-0.35046527195916444,-0.15890206588608483,-0.2113117578786193,-0.8783658223157491,-0.42429568077232643,0.0,5.0,0.1174620479617372,-0.43710692689308583
JAZZ,7152.98778717041,309.622,1596.412,8439.77778717041,798904000.0,JAZZ,US,?,mid,1890.922,1,-1286.79,-0.17989545603698429,27.25832720921126,0.03668603697963078,-0.9075041216460007,-0.23859332542203937,,11.688311688311687,-0.37703580875555215,-0.18230622819646758,-0.21159795436967993,-0.9453684715755506,-0.45475327553782857,0.0,5.0,0.20425943757526066,0.027750907283099036
SMMT,16.919632249221326,28.495,0.0,-11.575367750778675,-21501000.0,SMMT,US,?,micro,16.104,1,28.495,1.6841382590517826,-0.4062245218732646,,,,15.903446351332498,72.72727272727273,0.0034740402879047698,0.018468837996875705,0.0,0.0,0.0,-0.02066611111157942,2.0,0.39130439740273015,1.3391305330345014
ONC,108878.66992369898,712.937,40.785,108206.51792369898,-547717000.0,ONC,US,?,mega,198.22,1,672.152,0.006173403849174839,151.77570798499585,0.006588669644676324,-2.0154265312124116,-0.9842963923116828,15.619825566852954,2.5974025974025974,-0.769780788635309,-0.16226475182307243,-0.21558627116318288,-2.0005594549424224,-1.3689835949362819,-0.04075498880009635,5.0,0.18180522599947202,0.9316270019002231
INCY,13562.13566194313,1163.98,19094.0,31492.15566194313,336227000.0,INCY,US,?,large,1881.883,1,-17930.02,-1.3220646398865956,27.055581420594105,0.03696095029171401,-1.4793754989487917,-0.23535099621300226,,5.194805194805195,-0.5220710633330548,-0.30532926776658725,-0.21156152455948632,-1.4900217033949656,-0.45077818706094075,0.0,5.0,0.3731718742773207,0.1542695604615718
EXEL,5898.560942878723,314.775,0.0,5583.785942878723,415720000.0,EXEL,US,?,mid,853.826,1,314.775,0.05336471099447143,17.738975277193944,0.056373042093679826,-0.7281018705542941,-0.052022653360575655,,18.181818181818183,-0.2890569417196034,-0.15718177626359006,-0.20898915432958634,-0.7745048478117051,-0.2260180420613401,0.0,5.0,-0.10421958460138403,-0.07066595751179727
BMRN,15178.239305092422,493.982,0.0,14684.257305092422,20208000.0,BMRN,US,?,large,1491.212,1,493.982,0.032545408599155834,29.726300361333855,0.033640244088387755,-1.148025095337454,-0.2762349866068783,,7.792207792207792,-0.42529632966623737,-0.15942422326585345,-0.21200156398783973,-1.1744418801088845,-0.5009018693356819,0.0,5.0,-0.007046370679614666,0.037580703357587675
MRNA,5020.759414592194,658.364,0.0,4362.395414592194,-330865000.0,MRNA,US,?,mid,135.068,1,658.364,0.13112837035898384,6.626114755047655,0.15091800202195685,-0.6208981376907592,0.3756469220979096,23.877919997582097,33.76623376623377,-0.10433715842040005,-0.1488058527328276,-0.1964606415455102,-0.6724034629817486,0.29830391654242455,0.5441663499641508,4.0,0.28094295216589615,15.632612188194724
CYTK,345.81717531295106,42.256,42.413,345.97417531295105,-101215000.0,CYTK,US,?,small,31.501,1,-0.15699999999999648,-0.00045399711526160493,8.187575144664688,0.12213628361647895,0.47978320770396277,0.2837505761573401,5.009850318628661,40.25974025974026,-0.055868460736193594,-0.16297858916225444,-0.20027461668775215,0.3758910937419096,0.1856391985988266,-0.7922601911811407,4.0,0.67879736843237,6.212025410289316
MDGL,1736.9050913698425,57.379,0.0,1679.5260913698426,-25507000.0,MDGL,US,?,small,0.0,0,57.379,0.03303519592699621,29.27074524425038,0.03416380388184441,-0.20635986448532595,-0.26952790479392075,26.99447210569647,24.675324675324674,-0.1677615022583037,-0.1593714682741536,-0.21193218508524647,-0.27759508617670625,-0.4926790017891292,0.7649119283415878,4.0,-0.19171398488578517,-0.24822571907313418
ZLAB,1346.9217339097768,62.952,0.0,1283.9697339097768,-97538000.0,ZLAB,US,?,small,0.129,1,62.952,0.04673768223879356,20.39601178532496,0.04902919308565538,-0.08972789605170606,-0.11263937915921818,7.744919928643195,22.07792207792208,-0.24258428256799308,-0.15789557351216776,-0.2099623157360871,-0.16651420144972542,-0.3003340145286797,-0.5985350417144427,4.0,0.791128397177354,1.706718360580409
RCUS,479.6736988078537,71.064,0.0,408.60969880785376,-42996000.0,RCUS,US,?,small,8.353,1,71.064,0.14815071198737248,5.749883187096896,0.17391657664351576,0.4075182196083018,0.4372468532997352,19.83365894501814,79.22077922077922,0.07917496254814828,-0.1469723763640578,-0.1934130128154297,0.30706554856542223,0.3738252966709336,0.2577110897318037,2.0,-0.062209846593921814,2.75766012075978
