ticker,mkt_cap_m_yf,cash_m,debt_m,ev_m,operatingCashflow,name,region,primary_modality,size_band,revenue_m_at_t,has_revenue_at_t,net_cash_m,net_cash_to_mc,ev_cash_ratio,inv_ev_cash,peer_log_ev_resid,peer_log_ev_cash_resid,runway_months,cheapness_score,cheapness_raw,z_net_cash_to_mc,z_inv_ev_cash,z_peer_log_ev_resid,z_peer_log_ev_cash_resid,z_runway_months,bucket,ret_1y,ret_3y
RNTX,911.1268065800667,7.046,0.0,904.0808065800667,-20476000.0,RNTX,US,?,small,0.0,0,7.046,0.007733281414962761,128.3112129690699,0.007793551139143663,0.26651872996925574,-1.0195135268468345,4.129322133229147,7.291666666666667,-0.66312302212364,-0.40444435323954836,-0.5257168303937579,0.2919277724691607,-1.9192000702270346,-1.1119189052144909,5.0,-0.45865381529345206,-0.8534134549696062
CRBP,3706.9761,85.433441,21.19,3642.732659,-99685703.0,CRBP,US,?,mid,3.93723,1,64.243441,0.01733041683219916,42.63825284761736,0.02345311857814269,-0.33870132009583065,-0.5410483169768034,10.284336280399206,9.375,-0.5868518603711834,-0.3649063627756451,-0.48177321195848605,-0.45791432092685397,-1.0374583369320367,-0.8195077757501449,5.0,-0.5072000122070313,-0.8389333343505859
XBIO,178.40221946396827,11.527552,0.0,166.87466746396825,-4267193.0,XBIO,US,?,micro,0.436942,1,11.527552,0.0646155189920617,14.476158291367348,0.0690791009515512,1.0003355660640327,-0.07190223962866238,32.417241029407386,71.875,0.1070604016672924,-0.17010261801201235,-0.35373833692367085,1.2010958551977042,-0.1728904083215823,0.23197765080405863,2.0,-0.3676470656983444,-0.8308823474413245
ATNM,136.75656874413394,63.56,0.0,73.19656874413394,-21617000.0,ATNM,US,?,micro,0.0,0,63.56,0.4647674373793204,1.1516137310279098,0.8683467147508027,1.3582352563496234,1.027444249223651,35.28334181431281,97.91666666666666,1.5576867089693385,1.4784312460505151,1.8891531851623047,1.644518463157688,1.8530451426366945,0.3681397696284605,1.0,-0.22948716898484922,-0.3487179744251453
ABVC,,4.273208,0.1244,,-4563919.0,ABVC,US,?,unknown,0.483045,1,4.148808000000001,,,,,,11.235627976745427,48.95833333333333,-0.07743140080791888,0.0,0.0,0.0,0.0,-0.7743140080791887,3.0,-0.3352940877278646,-0.9772549026152667
VYNE,4915.026033256309,57.563,33.174,4890.637033256309,-137082000.0,VYNE,US,?,mid,20.993,1,24.389000000000003,0.004962130380384124,84.96146888203027,0.0117700413276577,-0.4666394527893596,-0.8404709285527836,5.0389985556090515,5.208333333333334,-0.7756750682276151,-0.4158608581043674,-0.5145580695763625,-0.6164242665801349,-1.589250624171553,-1.0687021873069464,5.0,-0.8386075926021432,-0.9795182851621625
DTIL,13183.701369594788,89.798,0.0,13093.903369594787,-87386000.0,DTIL,US,?,large,24.285,1,89.798,0.006811288991049106,145.81508908433136,0.006858000816511215,-0.8943431522485921,-1.0750513838332085,12.331220103906805,2.083333333333333,-0.9339436110702354,-0.40824274995686666,-0.5283421561931392,-1.1463310952141847,-2.0215482562026823,-0.7222648456117393,5.0,-0.11270982131177165,-0.9562350122189237
KYNB,,678.393,0.0,,81602000.0,KYNB,US,?,unknown,176.319,1,678.393,,,,,,,63.020833333333336,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.6198436236182259,-0.9761121600231542
BYSI,477.5313311342726,109.537,2.167,370.16133113427253,-43745000.0,BYSI,US,?,small,0.18,1,107.37,0.22484388562519186,3.379326904463994,0.2959169172651005,0.6543349310845819,0.5599208777190903,30.047868327808896,89.58333333333334,0.568280514107613,0.49000139808946835,0.28281018113744216,0.7724156744577559,0.9914676246843842,0.11941398624855935,1.0,-0.6286885015876723,-0.9262295089976438
CNSP,,14.039493,0.0,,-7318018.0,CNSP,US,?,unknown,0.0,0,14.039493,,,,,,23.021795792248668,55.208333333333336,-0.021437920361213364,0.0,0.0,0.0,0.0,-0.2143792036121336,3.0,-0.6056179775280899,-0.9762172284644195
IMNN,376.9269209992981,17.164177,5.05116,364.8139039992981,-15618676.0,IMNN,US,?,small,0.5,1,12.113017,0.03213624797052518,21.254377882452395,0.047049130561737096,0.6606545972869986,-0.23869731396981342,13.18742536179123,35.41666666666667,-0.18244825584973587,-0.3039097440027209,-0.41555847446715133,0.780245474105462,-0.4802694505607961,-0.6815884246442249,4.0,-0.23943658722918604,-0.9361502347095527
TPST,,18.82,0.061,,-19017000.0,TPST,US,?,unknown,0.0,0,18.759,,,,,,11.875690171951412,50.0,-0.0743906066691489,0.0,0.0,0.0,0.0,-0.7439060666914888,3.0,-0.8355140153425977,-0.8629283430717052
VTGN,,1.3551,0.0,,-15757000.0,VTGN,US,?,unknown,0.0,0,1.3551,,,,,,1.0319984768674242,38.54166666666667,-0.1259065912031654,0.0,0.0,0.0,0.0,-1.2590659120316539,4.0,0.005154625998760709,-0.9116838522490426
ATYR,42.75354278101921,16.952,0.0,25.80154278101921,-15301000.0,ATYR,US,?,micro,10.455,1,16.952,0.39650515249290597,1.5220353221460128,0.6570149755723392,1.8110803043382457,0.9063263523796696,13.29481733220051,95.83333333333334,1.3178201359786668,1.1972063334546168,1.2961175635912408,2.2055743613079395,1.6298424894589092,-0.6764864692933639,1.0,0.9252576210988146,-0.6365979574656351
MNOV,236.82919590530395,60.036763,0.0,176.79243290530394,-10826362.0,MNOV,US,?,micro,0.0,0,60.036763,0.2535023723342188,2.9447362594366377,0.3395889858711189,0.9752623070011497,0.6197046797022777,60.0,94.79166666666666,0.8720644191924354,0.6080677715384006,0.4053620157636327,1.1700311456561896,1.1016404692218997,1.542373616025706,1.0,-0.49049430605691946,-0.71482890974724
PMN,,0.806887,0.0,,,PMN,US,?,unknown,0.0,0,0.806887,,,,,,,63.020833333333336,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.375,-0.7604166666666666
TVRD,,31.683,0.0,,-5487000.0,TVRD,US,?,unknown,135.082,1,31.683,,,,,,60.0,76.04166666666666,0.15423736160257062,0.0,0.0,0.0,0.0,1.542373616025706,2.0,-0.19497683615610284,-0.9508922678435779
KPRX,,1.185677,0.27819,,-7317169.0,KPRX,US,?,unknown,0.012059,1,0.9074870000000002,,,,,,1.9444848137305564,40.625,-0.12157157012923969,0.0,0.0,0.0,0.0,-1.2157157012923967,3.0,-0.6937119897281563,-0.9973529412750887
