ticker,name,mkt_cap_m,revenue_m,stage_raw,subsector_raw,industry,region,exchange_hint,notes,source_sheet,log_mkt_cap,log_revenue,has_revenue,size_band,size_band_ord,rich_modalities,rich_therapeutic_areas,pipeline_filed,modality_source,combined_modalities,primary_modality,is_compound_modality,mod_Oncology,mod_Gene/Cell Therapy,mod_RNA/Antisense,mod_Neurology,mod_Immunology,mod_Rare Disease,mod_Metabolic,mod_Cardiovascular,mod_Ophthalmology,mod_Vaccines,mod_Dermatology,mod_AI/Platform,mod_Psychedelics/CNS,mod_Biosimilars,mod_General Biotech
KTTA,Pasithea Therapeutics Corp.,18.39,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,1.2645817292380774,0.0,0,micro,1,"['Small molecule', 'Monoclonal antibody']","['Oncology', 'Neurology/CNS', 'Rare disease']",2026-03-30,lexicon,"['Small molecule', 'Monoclonal antibody', 'Oncology', 'Neurology/CNS', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
INAB,"IN8bio, Inc.",16.8,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,1.2253092817258628,0.0,0,micro,1,"['CAR-T cell therapy', 'Cell therapy (other)']","['Oncology', 'Rare disease', 'Immunology/I&I']",2026-03-12,lexicon,"['CAR-T cell therapy', 'Cell therapy (other)', 'Oncology', 'Rare disease', 'Immunology/I&I', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SER,"Serina Therapeutics, Inc.",16.5,0.116,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,1.2174839442139063,0.04766419460155998,1,micro,1,"['Vaccine', 'Antibody-drug conjugate', 'Cell therapy (other)']","['Neurology/CNS', 'Rare disease', 'Infectious disease']",2026-03-25,lexicon,"['Vaccine', 'Antibody-drug conjugate', 'Cell therapy (other)', 'Neurology/CNS', 'Rare disease', 'Infectious disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
HOTH,"Hoth Therapeutics, Inc.",15.41,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,1.1878026387184193,0.0,0,micro,1,[],"['Rare disease', 'Oncology', 'Metabolic/Obesity']",2026-03-27,lexicon,"['Rare disease', 'Oncology', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GTBP,"GT Biopharma, Inc.",14.81,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,1.1705550585212086,0.0,0,micro,1,[],"['Oncology', 'Immunology/I&I', 'Hematology']",2026-03-02,lexicon,"['Oncology', 'Immunology/I&I', 'Hematology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
QNRX,"Quoin Pharmaceuticals, Ltd.",14.6,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,1.1643528557844371,0.0,0,micro,1,[],"['Rare disease', 'Oncology', 'Immunology/I&I']",2026-03-26,lexicon,"['Rare disease', 'Oncology', 'Immunology/I&I', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
COCP,"Cocrystal Pharma, Inc.",13.92,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,1.1436392352745433,0.0,0,micro,1,"['Vaccine', 'Small molecule']",['Infectious disease'],2026-03-31,lexicon,"['Vaccine', 'Small molecule', 'Infectious disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CRIS,"Curis, Inc.",13.56,11.65,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,1.1322596895310446,1.1020905255118367,1,micro,1,"['Small molecule', 'Diagnostics/devices', 'Cell therapy (other)']","['Rare disease', 'Oncology']",2026-03-24,lexicon,"['Small molecule', 'Diagnostics/devices', 'Cell therapy (other)', 'Rare disease', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
QNTM,Quantum BioPharma Ltd.,13.38,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,1.1264561134318043,0.0,0,micro,1,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
JUNS,"Jupiter Neurosciences, Inc.",13.32,0.0,Pre-revenue,Neurology,Biotechnology,US,,,US Biotech,1.1245042248342823,0.0,0,micro,1,[],"['Neurology/CNS', 'Rare disease', 'Metabolic/Obesity']",2026-04-01,lexicon,"['Neurology/CNS', 'Rare disease', 'Metabolic/Obesity', 'Neurology']",Neurology,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
OSRH,"OSR Holdings, Inc.",13.18,-0.09052,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,1.1199154102579911,0.0,0,micro,1,"['Vaccine', 'Diagnostics/devices', 'Gene therapy']","['Oncology', 'Rare disease', 'Neurology/CNS']",2026-03-31,lexicon,"['Vaccine', 'Diagnostics/devices', 'Gene therapy', 'Oncology', 'Rare disease', 'Neurology/CNS', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KAPA,"Kairos Pharma, Ltd.",13.12,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,1.1179338350396415,0.0,0,micro,1,"['Small molecule', 'Peptide therapeutic']","['Oncology', 'Immunology/I&I']",2026-03-31,lexicon,"['Small molecule', 'Peptide therapeutic', 'Oncology', 'Immunology/I&I', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TRAW,"Traws Pharma, Inc.",12.79,2.85,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,1.106870544478654,0.5854607295085006,1,micro,1,['Small molecule'],"['Oncology', 'Rare disease', 'Infectious disease']",2026-04-15,lexicon,"['Small molecule', 'Oncology', 'Rare disease', 'Infectious disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BLRX,BioLineRx Ltd.,12.68,12.74,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,1.103119253545714,1.1379867327235316,1,micro,1,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NCEL,NewcelX Ltd.,12.63,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,1.1014033505553307,0.0,0,micro,1,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BCDA,"BioCardia, Inc.",12.52,0.003,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,1.0976043288744108,0.001300933020418072,1,micro,1,"['Diagnostics/devices', 'Gene therapy']","['Cardiovascular', 'Rare disease', 'Metabolic/Obesity']",2026-03-24,lexicon,"['Diagnostics/devices', 'Gene therapy', 'Cardiovascular', 'Rare disease', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PHIO,Phio Pharmaceuticals Corp.,12.49,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,1.0965624383741355,0.0,0,micro,1,['RNAi/siRNA'],['Oncology'],2026-03-05,lexicon,"['RNAi/siRNA', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BCAB,"BioAtla, Inc.",12.46,11.0,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,1.0955180423231508,1.0791812460476249,1,micro,1,"['Antibody-drug conjugate', 'Bispecific antibody', 'Monoclonal antibody']","['Oncology', 'Rare disease']",2026-03-31,lexicon,"['Antibody-drug conjugate', 'Bispecific antibody', 'Monoclonal antibody', 'Oncology', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GDTC,CytoMed Therapeutics Limited,12.12,0.57319,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,1.0835026198302673,0.1967811771487045,1,micro,1,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SNGX,"Soligenix, Inc.",12.0,0.00234,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,1.0791812460476249,0.0010150619278296996,1,micro,1,['Vaccine'],"['Immunology/I&I', 'Rare disease', 'Oncology']",2026-03-31,lexicon,"['Vaccine', 'Immunology/I&I', 'Rare disease', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLRB,"Cellectar Biosciences, Inc.",11.7,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,1.0681858617461617,0.0,0,micro,1,"['Small molecule', 'Radiotherapeutic', 'Monoclonal antibody']","['Oncology', 'Rare disease', 'Hematology']",2026-03-04,lexicon,"['Small molecule', 'Radiotherapeutic', 'Monoclonal antibody', 'Oncology', 'Rare disease', 'Hematology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CMMB,Chemomab Therapeutics Ltd.,11.57,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,1.0633333589517495,0.0,0,micro,1,['Monoclonal antibody'],"['Rare disease', 'Metabolic/Obesity', 'Oncology']",2023-03-20,lexicon,"['Monoclonal antibody', 'Rare disease', 'Metabolic/Obesity', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CALC,"CalciMedica, Inc.",11.45,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,1.0588054866759067,0.0,0,micro,1,['Small molecule'],"['Rare disease', 'Immunology/I&I', 'Oncology']",2026-03-03,lexicon,"['Small molecule', 'Rare disease', 'Immunology/I&I', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AKTX,"Akari Therapeutics, Plc",11.37,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,1.0557604646877348,0.0,0,micro,1,['Antibody-drug conjugate'],"['Oncology', 'Rare disease']",2026-03-30,lexicon,"['Antibody-drug conjugate', 'Oncology', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
IMNN,"Imunon, Inc.",11.02,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,1.0421815945157662,0.0,0,micro,1,"['Vaccine', 'Gene therapy', 'mRNA therapeutic']","['Oncology', 'Rare disease', 'Infectious disease']",2026-03-31,lexicon,"['Vaccine', 'Gene therapy', 'mRNA therapeutic', 'Oncology', 'Rare disease', 'Infectious disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PHGE,BiomX Inc.,10.85,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,1.0354297381845483,0.0,0,micro,1,['Microbiome'],['Metabolic/Obesity'],2026-02-19,lexicon,"['Microbiome', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LIMN,"Liminatus Pharma, Inc.",10.42,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,1.0178677189635057,0.0,0,micro,1,"['Monoclonal antibody', 'CAR-T cell therapy']","['Oncology', 'Metabolic/Obesity', 'Hematology']",2026-03-31,lexicon,"['Monoclonal antibody', 'CAR-T cell therapy', 'Oncology', 'Metabolic/Obesity', 'Hematology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LGVN,Longeveron Inc.,10.32,1.44,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,1.0136796972911926,0.3873898263387294,1,micro,1,"['Cell therapy (other)', 'Vaccine', 'Gene therapy']","['Neurology/CNS', 'Rare disease', 'Cardiovascular']",2026-03-17,lexicon,"['Cell therapy (other)', 'Vaccine', 'Gene therapy', 'Neurology/CNS', 'Rare disease', 'Cardiovascular', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MBRX,"Moleculin Biotech, Inc.",10.26,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,1.0111473607757975,0.0,0,micro,1,[],"['Oncology', 'Rare disease', 'Hematology']",2026-03-18,lexicon,"['Oncology', 'Rare disease', 'Hematology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BIVI,BioVie Inc.,10.26,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,1.0111473607757975,0.0,0,micro,1,[],"['Rare disease', 'Neurology/CNS', 'Oncology']",2025-08-15,lexicon,"['Rare disease', 'Neurology/CNS', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CDIO,"Cardio Diagnostics Holdings, Inc.",9.68,0.01578,Pre-revenue,Cardiovascular,Biotechnology,US,,,US Biotech,0.9858753573083936,0.006799657621199567,1,micro,1,['Diagnostics/devices'],"['Cardiovascular', 'Metabolic/Obesity', 'Oncology']",2026-03-13,lexicon,"['Diagnostics/devices', 'Cardiovascular', 'Metabolic/Obesity', 'Oncology']",Cardiovascular,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ICU,SeaStar Medical Holding Corporation,9.08,0.881,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.9580858485210851,0.2743887955503789,1,micro,1,['Diagnostics/devices'],"['Cardiovascular', 'Rare disease']",2026-03-25,lexicon,"['Diagnostics/devices', 'Cardiovascular', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
NCNA,NuCana plc,8.99,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.9537596917332287,0.0,0,micro,1,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RNAZ,"TransCode Therapeutics, Inc.",8.8,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.9444826721501687,0.0,0,micro,1,"['RNAi/siRNA', 'Vaccine', 'Antisense oligonucleotide']","['Oncology', 'Rare disease', 'Metabolic/Obesity']",2026-04-15,lexicon,"['RNAi/siRNA', 'Vaccine', 'Antisense oligonucleotide', 'Oncology', 'Rare disease', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ITRM,Iterum Therapeutics plc,8.74,0.39,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.9415114326344031,0.1430148002540951,1,micro,1,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CLGN,CollPlant Biotechnologies Ltd.,8.73,2.48,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,0.9410142437055697,0.541579243946581,1,micro,1,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TOVX,"Theriva Biologics, Inc.",8.29,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.9185545305502735,0.0,0,micro,1,"['Microbiome', 'Gene therapy', 'CAR-T cell therapy']","['Oncology', 'Rare disease', 'Infectious disease']",2026-03-12,lexicon,"['Microbiome', 'Gene therapy', 'CAR-T cell therapy', 'Oncology', 'Rare disease', 'Infectious disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
BOLT,"Bolt Biotherapeutics, Inc.",8.25,5.2,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,0.9164539485499251,0.7923916894982539,1,micro,1,"['Antibody-drug conjugate', 'Monoclonal antibody']",['Oncology'],2026-03-12,lexicon,"['Antibody-drug conjugate', 'Monoclonal antibody', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PMCB,"PharmaCyte Biotech, Inc.",8.08,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.9074113607745862,0.0,0,micro,1,[],"['Oncology', 'Metabolic/Obesity']",2025-08-11,lexicon,"['Oncology', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TCRT,"Alaunos Therapeutics, Inc.",8.06,0.006,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.9063350418050907,0.0025979807199085943,1,micro,1,"['TCR cell therapy', 'Small molecule']","['Metabolic/Obesity', 'Oncology']",2026-03-31,lexicon,"['TCR cell therapy', 'Small molecule', 'Metabolic/Obesity', 'Oncology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KALA,"KALA BIO, Inc.",7.86,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.8954225460394079,0.0,0,micro,1,['Diagnostics/devices'],"['Rare disease', 'Ophthalmology']",2026-04-15,lexicon,"['Diagnostics/devices', 'Rare disease', 'Ophthalmology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ERNA,Ernexa Therapeutics Inc.,7.72,0.001,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.8876173003357362,0.0004340774793185929,1,micro,1,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ALZN,"Alzamend Neuro, Inc.",7.53,0.0,Pre-revenue,Neurology,Biotechnology,US,,,US Biotech,0.8767949762007006,0.0,0,micro,1,"['Vaccine', 'Monoclonal antibody']","['Neurology/CNS', 'Oncology', 'Rare disease']",2025-07-22,lexicon,"['Vaccine', 'Monoclonal antibody', 'Neurology/CNS', 'Oncology', 'Rare disease', 'Neurology']",Neurology,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ADXN,Addex Therapeutics Ltd,7.49,0.19882,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.8744818176994664,0.07875397970002021,1,micro,1,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GRDX,GridAI Technologies Corp.,7.4,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.8692317197309762,0.0,0,micro,1,['Cell therapy (other)'],"['Rare disease', 'Immunology/I&I', 'Neurology/CNS']",2025-04-01,lexicon,"['Cell therapy (other)', 'Rare disease', 'Immunology/I&I', 'Neurology/CNS', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PULM,"Pulmatrix, Inc.",7.38,0.003,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.8680563618230416,0.001300933020418072,1,micro,1,['Small molecule'],"['Rare disease', 'Oncology', 'Neurology/CNS']",2026-02-26,lexicon,"['Small molecule', 'Rare disease', 'Oncology', 'Neurology/CNS', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
KPRX,"Kiora Pharmaceuticals, Inc.",7.26,0.02,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.8609366207000937,0.008600171761917567,1,micro,1,['Small molecule'],"['Ophthalmology', 'Rare disease', 'Immunology/I&I']",2026-03-25,lexicon,"['Small molecule', 'Ophthalmology', 'Rare disease', 'Immunology/I&I', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EVGN,Evogene Ltd.,6.93,8.02,Has revenue,Gene/Cell Therapy,Biotechnology,US,,,US Biotech,0.8407332346118067,0.9552065375419417,1,micro,1,[],[],,xlsx,['Gene/Cell Therapy'],Gene/Cell Therapy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
IMRN,Immuron Limited,6.88,4.99,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,0.8375884382355113,0.7774268223893114,1,micro,1,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MLEC,Moolec Science SA,6.79,7.83,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,0.8318697742805017,0.9459607035775686,1,micro,1,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CELZ,"Creative Medical Technology Holdings, Inc.",6.57,0.006,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.8175653695597808,0.0025979807199085943,1,micro,1,"['Cell therapy (other)', 'Diagnostics/devices', 'CAR-T cell therapy']","['Metabolic/Obesity', 'Neurology/CNS', 'Immunology/I&I']",2026-03-20,lexicon,"['Cell therapy (other)', 'Diagnostics/devices', 'CAR-T cell therapy', 'Metabolic/Obesity', 'Neurology/CNS', 'Immunology/I&I', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MBIO,"Mustang Bio, Inc.",6.54,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.8155777483242672,0.0,0,micro,1,"['CAR-T cell therapy', 'Oncolytic virus', 'Gene therapy']","['Oncology', 'Rare disease', 'Neurology/CNS']",2026-03-19,lexicon,"['CAR-T cell therapy', 'Oncolytic virus', 'Gene therapy', 'Oncology', 'Rare disease', 'Neurology/CNS', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
APM,Aptorum Group Limited,6.51,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.8135809885681919,0.0,0,micro,1,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
XTLB,XTL Biopharmaceuticals Ltd.,6.43,0.968,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.8082109729242221,0.2940250940953227,1,micro,1,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PCSA,"Processa Pharmaceuticals, Inc.",6.41,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.8068580295188175,0.0,0,micro,1,[],"['Oncology', 'Rare disease', 'Metabolic/Obesity']",2026-03-18,lexicon,"['Oncology', 'Rare disease', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
APVO,Aptevo Therapeutics Inc.,6.39,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.8055008581584001,0.0,0,micro,1,"['Monoclonal antibody', 'Antibody-drug conjugate', 'Bispecific antibody']","['Oncology', 'Rare disease', 'Hematology']",2026-03-26,lexicon,"['Monoclonal antibody', 'Antibody-drug conjugate', 'Bispecific antibody', 'Oncology', 'Rare disease', 'Hematology', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CANF,Can-Fite BioPharma Ltd.,6.38,0.56,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.8048206787211624,0.1931245983544616,1,micro,1,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
APRE,"Aprea Therapeutics, Inc.",6.3,0.48824,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.7993405494535817,0.17267297305855672,1,micro,1,"['Antibody-drug conjugate', 'Small molecule']","['Oncology', 'Rare disease']",2026-03-16,lexicon,"['Antibody-drug conjugate', 'Small molecule', 'Oncology', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PPBT,Purple Biotech Ltd,6.02,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.7795964912578245,0.0,0,micro,1,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASBP,"Aspire Biopharma Holdings, Inc.",5.83,0.00194,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.7656685547590141,0.0008417150949843515,1,micro,1,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PBM,Psyence Biomedical Ltd.,5.76,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.7604224834232121,0.0,0,micro,1,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
QNCX,"Quince Therapeutics, Inc.",5.7,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.7558748556724915,0.0,0,micro,1,[],['Rare disease'],2026-04-10,lexicon,"['Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
LNAI,Lunai Bioworks Inc.,5.62,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.7497363155690611,0.0,0,micro,1,"['Vaccine', 'Diagnostics/devices', 'Gene therapy']","['Oncology', 'Neurology/CNS', 'Rare disease']",2025-09-29,lexicon,"['Vaccine', 'Diagnostics/devices', 'Gene therapy', 'Oncology', 'Neurology/CNS', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SLXN,Silexion Therapeutics Corp,5.41,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.7331972651065695,0.0,0,micro,1,"['RNAi/siRNA', 'Small molecule']","['Oncology', 'Rare disease']",2026-03-17,lexicon,"['RNAi/siRNA', 'Small molecule', 'Oncology', 'Rare disease', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CYCN,"Cyclerion Therapeutics, Inc.",5.37,2.86,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,0.7299742856995556,0.5865873046717549,1,micro,1,[],"['Rare disease', 'Neurology/CNS', 'Metabolic/Obesity']",2026-03-30,lexicon,"['Rare disease', 'Neurology/CNS', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
XBIO,"Xenetic Biosciences, Inc.",5.25,2.86,Has revenue,General Biotech,Biotechnology,US,,,US Biotech,0.7201593034059569,0.5865873046717549,1,micro,1,"['CAR-T cell therapy', 'Cell therapy (other)', 'Small molecule']","['Oncology', 'Rare disease', 'Immunology/I&I']",2026-03-12,lexicon,"['CAR-T cell therapy', 'Cell therapy (other)', 'Small molecule', 'Oncology', 'Rare disease', 'Immunology/I&I', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MTVA,MetaVia Inc.,4.97,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.6963563887333322,0.0,0,micro,1,[],['Metabolic/Obesity'],2026-03-26,lexicon,"['Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
REVB,"Revelation Biosciences, Inc.",4.8,0.0,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.6812412373755872,0.0,0,micro,1,[],"['Rare disease', 'Oncology', 'Metabolic/Obesity']",2026-02-26,lexicon,"['Rare disease', 'Oncology', 'Metabolic/Obesity', 'General Biotech']",General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
VIVS,"VivoSim Labs, Inc.",4.77,0.142,Pre-revenue,General Biotech,Biotechnology,US,,,US Biotech,0.6785183790401139,0.05766610390982921,1,micro,1,[],[],,xlsx,['General Biotech'],General Biotech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
